"MSSubClass","MSZoning","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","LowQualFinSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","Functional","Fireplaces","GarageType","GarageFinish","GarageArea","GarageQual","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition"
"70","C (all)",9000,"Grvl","Reg","Bnk","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",4,6,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","Stone","Fa","Fa","Mn","Unf","Unf",0,592,592,"GasA","Ex","Y","SBrkr",0,0,0,1,1,3,1,"Fa","Min2",0,"Detchd","Unf",216,"Fa","N",0,30,160,0,0,0,0,6,2008,"WD","Normal"
"120","RM",3843,"Pave","IR1","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","TwnhsE","1Story",8,5,2008,"Hip","CompShg","CemntBd","CmentBd","Stone",186,"Ex","TA","PConc","Ex","TA","Gd","GLQ","Unf",0,120,1596,"GasA","Ex","Y","SBrkr",0,1,1,2,0,2,1,"Ex","Typ",1,"Attchd","Fin",525,"TA","Y",162,53,0,153,0,0,0,8,2008,"New","Partial"
"120","RM",3811,"Pave","IR1","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","TwnhsE","1Story",7,5,2005,"Hip","CompShg","CemntBd","CmentBd","Stone",174,"Gd","TA","PConc","Ex","TA","Gd","GLQ","Unf",0,120,1594,"GasA","Ex","Y","SBrkr",0,1,1,2,0,2,1,"Ex","Typ",1,"Attchd","Fin",482,"TA","Y",128,53,0,0,155,0,0,7,2008,"WD","Normal"
"20","RL",23730,"Pave","IR2","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",7,5,1997,"Gable","CompShg","MetalSd","MetalSd","BrkFace",668,"Gd","TA","PConc","Ex","TA","Mn","GLQ","Unf",0,1140,1840,"GasA","Ex","Y","SBrkr",0,1,0,3,0,3,1,"Gd","Typ",0,"Attchd","Fin",786,"TA","Y",0,46,192,0,0,0,0,9,2008,"WD","Normal"
"60","RL",11050,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","2Story",7,5,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Mn","Unf","Unf",0,910,910,"GasA","Ex","Y","SBrkr",0,0,0,2,1,3,1,"Gd","Typ",1,"Attchd","Unf",816,"TA","Y",318,32,0,0,0,0,0,9,2008,"WD","Normal"
"90","RL",10260,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","2Story",5,4,1976,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ","Unf",0,0,0,"GasA","TA","Y","SBrkr",0,0,0,2,2,4,2,"TA","Typ",0,"Attchd","Unf",484,"TA","Y",0,0,0,0,0,0,0,11,2008,"WD","Abnorml"
"20","RL",9990,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",4,5,1991,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","No","ALQ","Unf",0,297,1680,"GasA","Gd","Y","SBrkr",0,1,0,2,0,3,1,"TA","Typ",1,"Attchd","Unf",432,"TA","Y",428,120,0,0,0,0,0,7,2008,"WD","Normal"
"120","RL",4084,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","TwnhsE","1Story",7,6,1986,"Gable","CompShg","VinylSd","VinylSd","BrkFace",340,"Gd","TA","CBlock","Gd","TA","Av","GLQ","Unf",0,384,1277,"GasA","Gd","Y","SBrkr",0,1,0,2,0,2,1,"Gd","Typ",1,"Attchd","Fin",512,"TA","Y",240,0,0,0,0,0,0,7,2008,"WD","Normal"
"20","RL",11563,"Pave","IR1","HLS","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",258,"Gd","TA","PConc","Ex","TA","Gd","GLQ","Unf",0,482,1518,"GasA","Ex","Y","SBrkr",0,1,0,2,0,3,1,"Gd","Typ",0,"Attchd","Fin",788,"TA","Y",0,26,0,0,0,0,0,4,2008,"WD","Normal"
"60","RL",12852,"Pave","IR1","HLS","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","2Story",8,5,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ","Unf",0,150,920,"GasA","Ex","Y","SBrkr",0,1,0,2,1,3,1,"Gd","Typ",1,"Attchd","Fin",612,"TA","Y",0,192,0,0,0,0,0,1,2008,"New","Partial"
"80","RL",9802,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","SLvl",5,5,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf","Unf",0,352,352,"GasA","Gd","Y","SBrkr",0,0,0,2,1,3,1,"TA","Typ",0,"BuiltIn","Fin",400,"TA","Y",100,0,0,0,0,0,0,4,2008,"WD","Normal"
"60","RL",12018,"Pave","IR1","HLS","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","2Story",7,5,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",60,"Gd","TA","PConc","Gd","TA","Av","Unf","Unf",0,796,796,"GasA","Ex","Y","SBrkr",0,0,0,2,1,3,1,"Gd","Typ",0,"Attchd","Fin",666,"TA","Y",0,64,0,0,0,0,0,10,2008,"New","Partial"
"20","RL",12890,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",6,5,1989,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",128,"TA","TA","CBlock","Gd","TA","No","Unf","Unf",0,1495,1495,"GasA","Ex","Y","SBrkr",0,0,0,2,0,3,1,"TA","Typ",1,"Attchd","Unf",438,"TA","Y",252,0,192,0,0,0,0,7,2008,"WD","Normal"
"20","RL",18265,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","1Story",6,5,1986,"Gable","CompShg","Plywood","HdBoard","BrkFace",228,"Gd","Gd","CBlock","Gd","Gd","Av","GLQ","Rec",60,276,1256,"GasA","Ex","Y","SBrkr",0,0,0,2,0,3,1,"Gd","Typ",1,"Attchd","Unf",578,"TA","Y",282,0,0,0,0,0,0,3,2008,"WD","Normal"
"20","RL",11202,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2003,"Hip","CompShg","VinylSd","VinylSd","BrkFace",206,"Gd","TA","PConc","Ex","TA","Av","GLQ","Unf",0,403,1432,"GasA","Ex","Y","SBrkr",0,1,0,2,0,3,1,"Gd","Typ",1,"Attchd","Fin",467,"TA","Y",185,95,0,0,0,0,0,6,2008,"WD","Normal"
"20","RL",7915,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",6,5,2000,"Hip","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","Mn","GLQ","Unf",0,443,1666,"GasA","Ex","Y","SBrkr",0,1,0,2,0,3,1,"Gd","Typ",0,"Attchd","RFn",435,"TA","Y",165,52,0,0,0,0,0,12,2008,"WD","Normal"
"20","RL",11449,"Pave","IR1","HLS","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ","Unf",0,873,1884,"GasA","Ex","Y","SBrkr",0,1,0,2,0,3,1,"Gd","Typ",1,"Attchd","Fin",520,"TA","Y",0,276,0,0,0,0,0,1,2008,"WD","Normal"
"20","RL",11447,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",674,"Gd","TA","PConc","Ex","TA","Av","GLQ","Unf",0,393,1964,"GasA","Ex","Y","SBrkr",0,1,0,2,1,3,1,"Gd","Typ",1,"Attchd","Fin",892,"TA","Y",0,265,0,0,0,0,0,6,2008,"WD","Normal"
"90","RM",8940,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","Duplex","SFoyer",7,5,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",200,"TA","Gd","PConc","Gd","Gd","Gd","GLQ","Unf",0,35,1344,"GasA","Ex","Y","SBrkr",0,2,0,2,0,2,2,"TA","Typ",0,"Attchd","Fin",784,"TA","Y",0,0,0,0,0,0,0,11,2008,"WD","Alloca"
"20","RL",9278,"Pave","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Feedr","Artery","1Fam","1Story",5,5,2008,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf","Unf",0,1092,1092,"GasA","Ex","Y","SBrkr",0,0,0,1,0,2,1,"TA","Typ",0,"Detchd","Unf",0,"TA","Y",0,52,0,0,0,0,0,2,2008,"WD","Abnorml"
"120","RM",4500,"Pave","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story",6,5,1997,"Hip","CompShg","VinylSd","VinylSd","BrkFace",197,"TA","TA","PConc","Ex","TA","No","GLQ","Unf",0,325,1189,"GasA","Ex","Y","SBrkr",0,1,0,2,0,2,1,"TA","Typ",0,"Attchd","RFn",392,"TA","Y",0,122,0,0,0,0,0,4,2008,"WD","Normal"
"85","RL",14137,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",4,5,1964,"Gable","CompShg","HdBoard","HdBoard","BrkFace",98,"TA","TA","CBlock","Gd","TA","Av","ALQ","LwQ",247,88,1200,"GasA","Gd","Y","SBrkr",0,1,0,1,0,3,1,"TA","Typ",0,"2Types","Fin",850,"TA","Y",0,119,0,0,171,0,0,11,2008,"ConLD","Normal"
"120","RM",4224,"Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","1Story",5,6,1975,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ","Unf",0,271,1040,"GasA","Gd","Y","SBrkr",0,0,0,1,0,3,1,"TA","Typ",0,"Attchd","Unf",499,"TA","Y",0,100,0,0,0,0,0,6,2008,"WD","Normal"
"160","RM",2665,"Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story",5,7,1976,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ","Unf",0,232,550,"GasA","TA","Y","SBrkr",0,0,0,2,0,4,1,"TA","Typ",1,"Attchd","Unf",336,"TA","Y",92,26,0,0,0,0,0,5,2008,"WD","Normal"
"180","RM",1974,"Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer",4,7,2006,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","Gd","CBlock","Gd","TA","Av","GLQ","Unf",0,25,526,"GasA","Gd","Y","SBrkr",0,1,0,1,0,2,1,"TA","Typ",0,"BuiltIn","RFn",297,"TA","Y",120,101,0,0,0,0,0,6,2008,"WD","Normal"
"180","RM",1596,"Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SLvl",4,6,1973,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Gd","GLQ","Unf",0,25,462,"GasA","TA","Y","SBrkr",0,1,0,1,0,1,1,"TA","Typ",1,"BuiltIn","RFn",297,"TA","Y",0,101,0,120,0,0,0,7,2008,"WD","Normal"
"20","RL",17979,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,6,1968,"Gable","CompShg","Plywood","Plywood","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ","Unf",0,328,1113,"GasA","Ex","Y","SBrkr",0,1,0,1,0,3,1,"Gd","Typ",0,"Attchd","Unf",257,"TA","Y",81,0,0,0,0,0,500,2,2008,"WD","Normal"
"160","RM",1477,"Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story",6,9,2007,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","Gd","CBlock","TA","TA","No","GLQ","Unf",0,188,546,"GasA","Ex","Y","SBrkr",0,0,0,2,1,3,1,"TA","Typ",0,"Attchd","Unf",0,"TA","Y",187,0,0,0,0,0,0,3,2008,"WD","Normal"
"20","RL",6490,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,7,1983,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","GLQ","Unf",0,282,816,"GasA","Ex","Y","SBrkr",0,0,1,1,0,2,1,"TA","Typ",0,"Attchd","Unf",264,"TA","Y",315,0,0,0,0,0,0,4,2008,"WD","Normal"
"20","RL",6600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,6,2005,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","GLQ","Unf",0,207,845,"GasA","Gd","Y","SBrkr",0,0,0,1,0,3,1,"Gd","Typ",0,"Attchd","Unf",264,"TA","Y",0,0,0,0,0,0,0,7,2008,"WD","Normal"
"20","RL",12395,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,6,1984,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ","Unf",0,217,864,"GasA","TA","Y","SBrkr",0,0,0,1,0,3,1,"TA","Typ",0,"Attchd","Unf",484,"TA","Y",0,0,0,0,0,0,0,4,2008,"WD","Normal"
"70","RM",56600,"Pave","IR1","Low","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2.5Unf",5,1,1950,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf","Unf",0,686,686,"GasA","Ex","Y","SBrkr",0,0,0,2,0,4,1,"TA","Maj1",0,"Detchd","Unf",288,"TA","N",0,0,0,0,0,0,0,1,2008,"WD","Normal"
"20","RL",10667,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1971,"Gable","CompShg","MetalSd","MetalSd","BrkFace",302,"TA","TA","CBlock","TA","TA","No","BLQ","Unf",0,749,1587,"GasA","TA","Y","SBrkr",0,0,0,2,0,3,1,"TA","Typ",1,"Attchd","Unf",525,"TA","Y",0,44,0,0,0,0,0,3,2007,"WD","Normal"
"80","RL",8872,"Pave","IR1","HLS","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl",6,5,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf","Unf",0,384,384,"GasA","Gd","Y","SBrkr",0,0,0,2,1,3,1,"TA","Typ",1,"BuiltIn","Fin",390,"TA","Y",0,0,0,0,0,0,0,3,2007,"WD","Normal"
"80","RL",10147,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","SLvl",6,5,1994,"Gable","CompShg","HdBoard","HdBoard","BrkFace",32,"TA","TA","PConc","Gd","TA","No","LwQ","Unf",0,206,392,"GasA","Gd","Y","SBrkr",0,0,0,2,1,3,1,"TA","Typ",1,"BuiltIn","Fin",398,"TA","Y",256,64,0,0,0,0,0,3,2007,"WD","Normal"
"60","RL",8637,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ","Unf",0,52,923,"GasA","Gd","Y","SBrkr",0,1,0,2,1,3,1,"TA","Typ",1,"Attchd","Fin",451,"TA","Y",256,48,0,0,0,0,0,4,2007,"WD","Abnorml"
"60","RL",7875,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1996,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","No","Rec","Unf",0,277,691,"GasA","Gd","Y","SBrkr",0,0,0,2,1,3,1,"Gd","Typ",0,"Attchd","Fin",420,"TA","Y",0,44,0,0,0,0,0,8,2007,"WD","Normal"
"60","RL",7500,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf","Unf",0,938,938,"GasA","Ex","Y","SBrkr",0,0,0,3,1,5,1,"TA","Typ",1,"Attchd","Fin",482,"TA","Y",188,30,0,0,0,0,0,8,2007,"WD","Normal"
"20","RL",9556,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","1Story",7,5,1993,"Gable","CompShg","HdBoard","HdBoard","BrkFace",52,"TA","TA","PConc","Gd","TA","No","Unf","Unf",0,1168,1168,"GasA","Gd","Y","SBrkr",0,0,0,2,0,3,1,"Gd","Typ",0,"Attchd","RFn",420,"TA","Y",0,21,0,0,0,0,0,8,2007,"WD","Normal"
"60","RL",7655,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1994,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","No","Unf","Unf",0,903,903,"GasA","Gd","Y","SBrkr",0,0,0,2,1,3,1,"TA","Typ",1,"Attchd","RFn",392,"TA","Y",290,84,0,0,0,0,0,7,2007,"WD","Normal"
"20","RL",18160,"Grvl","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story",6,6,1964,"Gable","CompShg","HdBoard","HdBoard","BrkCmn",138,"TA","TA","CBlock","TA","TA","Av","BLQ","Unf",0,752,1302,"GasA","Fa","Y","SBrkr",0,1,0,1,0,3,1,"TA","Typ",1,"Attchd","Unf",480,"TA","P",0,108,246,0,0,0,0,3,2007,"WD","Alloca"
"120","RL",4740,"Pave","IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,1988,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","CBlock","Gd","TA","Gd","GLQ","Unf",0,918,1166,"GasA","Gd","Y","SBrkr",0,1,0,2,0,2,1,"TA","Typ",0,"Attchd","RFn",480,"TA","Y",0,108,0,0,135,0,0,10,2007,"WD","Normal"
"120","RL",5118,"Pave","IR1","HLS","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,1990,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","Gd","GLQ","Unf",0,386,1312,"GasA","Gd","Y","SBrkr",0,1,0,1,0,1,1,"Gd","Typ",1,"Attchd","RFn",484,"TA","Y",0,64,140,0,0,0,0,8,2007,"WD","Normal"
"60","RL",12328,"Pave","IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","1Fam","2Story",8,5,2005,"Hip","CompShg","VinylSd","VinylSd","Stone",146,"Gd","TA","PConc","Ex","TA","Mn","GLQ","Unf",0,163,1149,"GasA","Ex","Y","SBrkr",0,1,0,3,1,4,1,"Ex","Typ",1,"BuiltIn","Fin",729,"TA","Y",120,32,0,0,0,0,0,7,2007,"WD","Normal"
"20","RL",51974,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","StoneBr","PosN","Norm","1Fam","1Story",9,5,2007,"Hip","CompShg","VinylSd","VinylSd","BrkFace",710,"Ex","TA","PConc","Ex","TA","Av","GLQ","Unf",0,1559,2660,"GasA","Ex","Y","SBrkr",0,1,0,2,1,4,1,"Gd","Typ",2,"Attchd","Fin",1110,"Gd","Y",0,135,0,0,322,0,0,6,2007,"New","Partial"
"190","RL",41600,"Pave","IR1","Lvl","AllPub","FR2","Gtl","Gilbert","Norm","Norm","2fmCon","1Story",5,5,1990,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Gd","ALQ","Unf",0,53,1100,"GasW","TA","Y","SBrkr",0,1,0,1,1,3,1,"TA","Mod",0,"2Types","Unf",828,"TA","N",144,0,0,0,0,0,0,11,2007,"WD","Normal"
"120","RL",8035,"Pave","IR1","HLS","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",9,5,2006,"Gable","CompShg","MetalSd","MetalSd","BrkFace",165,"Gd","TA","PConc","Ex","TA","Gd","GLQ","Unf",0,815,1612,"GasA","Ex","Y","SBrkr",0,1,0,2,0,2,1,"Ex","Typ",1,"Attchd","Fin",556,"TA","Y",0,164,0,0,0,0,0,3,2007,"WD","Normal"
"20","RL",14082,"Pave","IR1","HLS","AllPub","Inside","Gtl","StoneBr","Norm","Norm","1Fam","1Story",8,5,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",945,"Gd","TA","PConc","Ex","Gd","Gd","GLQ","Unf",0,662,2220,"GasA","Ex","Y","SBrkr",0,1,0,1,1,1,1,"Gd","Typ",1,"Attchd","RFn",724,"TA","Y",390,80,0,0,0,0,0,1,2007,"WD","Normal"
"20","RL",13870,"Pave","IR1","HLS","AllPub","Inside","Gtl","StoneBr","PosA","PosA","1Fam","1Story",10,5,2007,"Hip","CompShg","CemntBd","CmentBd","BrkFace",250,"Ex","TA","PConc","Ex","TA","Gd","GLQ","Unf",0,590,1742,"GasA","Ex","Y","SBrkr",0,1,0,2,0,3,1,"Ex","Typ",1,"Attchd","Fin",724,"TA","Y",240,52,0,0,174,0,0,10,2007,"New","Partial"
"20","RL",10960,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,5,1984,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","No","GLQ","Unf",0,1028,1284,"GasA","TA","Y","SBrkr",0,1,0,2,0,3,1,"TA","Typ",0,"Attchd","Unf",480,"TA","Y",0,0,192,0,0,0,0,4,2007,"COD","Abnorml"
"60","RL",12090,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,7,2003,"Gable","CompShg","MetalSd","MetalSd","BrkFace",306,"Gd","TA","CBlock","Gd","TA","No","ALQ","Unf",0,404,725,"GasA","Ex","Y","SBrkr",0,0,0,2,1,3,1,"Gd","Typ",1,"Attchd","RFn",484,"TA","Y",167,72,0,0,0,0,0,3,2007,"WD","Normal"
"20","RL",12299,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,6,1985,"Gable","CompShg","Plywood","Plywood","Stone",67,"TA","TA","CBlock","Gd","TA","No","GLQ","Unf",0,201,1529,"GasA","TA","Y","SBrkr",0,1,0,2,0,3,1,"Gd","Typ",1,"Attchd","Fin",663,"TA","Y",0,0,0,0,0,0,0,9,2007,"WD","Normal"
"60","RL",11339,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","PosA","Norm","1Fam","2Story",7,5,1979,"Hip","WdShake","HdBoard","Plywood","BrkFace",549,"TA","TA","CBlock","Gd","TA","No","ALQ","Unf",0,22,780,"GasA","TA","Y","SBrkr",0,1,0,2,1,4,1,"Gd","Typ",1,"Attchd","Fin",481,"TA","Y",192,72,0,0,0,0,0,3,2007,"WD","Normal"
"20","RL",11850,"Pave","Reg","Lvl","AllPub","FR2","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1984,"Gable","CompShg","Plywood","Plywood","BrkFace",98,"TA","TA","CBlock","Gd","TA","No","ALQ","Unf",0,372,1153,"GasA","TA","Y","SBrkr",0,0,0,2,0,3,1,"Gd","Typ",0,"Attchd","Fin",495,"TA","Y",204,103,0,0,0,0,0,8,2007,"WD","Normal"
"20","RL",10400,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,5,1999,"Gable","CompShg","MetalSd","MetalSd","BrkFace",253,"TA","TA","CBlock","Gd","TA","No","GLQ","Unf",0,356,1259,"GasA","Ex","Y","SBrkr",0,1,0,2,0,2,1,"TA","Typ",1,"Attchd","RFn",478,"TA","Y",240,141,0,0,0,0,0,8,2007,"WD","Normal"
"20","RL",13001,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","PosN","Norm","1Fam","1Story",6,5,1971,"Hip","CompShg","HdBoard","HdBoard","BrkFace",176,"TA","TA","CBlock","TA","TA","Mn","ALQ","BLQ",121,1012,1625,"GasA","TA","Y","SBrkr",0,0,1,2,0,2,1,"TA","Typ",1,"Attchd","Unf",944,"TA","Y",0,0,249,0,0,0,0,9,2007,"WD","Normal"
"80","RL",8991,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","NWAmes","PosN","Norm","1Fam","SLvl",7,6,1976,"Gable","CompShg","Plywood","Plywood","Stone",130,"TA","TA","CBlock","Gd","TA","Gd","GLQ","Rec",604,0,1228,"GasA","TA","Y","SBrkr",0,0,1,2,0,3,1,"Gd","Typ",1,"Attchd","Fin",585,"TA","Y",407,36,0,0,0,0,0,2,2007,"WD","Normal"
"60","RL",8000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","PosN","Norm","1Fam","2Story",6,6,1974,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ","LwQ",153,0,1084,"GasA","TA","Y","SBrkr",0,1,0,2,1,4,1,"TA","Typ",1,"Attchd","Unf",488,"TA","Y",0,96,0,0,0,0,0,11,2007,"WD","Normal"
"20","RL",9457,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1990,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ","Unf",0,359,925,"GasA","TA","Y","SBrkr",0,1,0,1,0,3,1,"TA","Min2",0,"Detchd","Unf",576,"TA","Y",252,0,0,0,0,0,0,9,2007,"WD","Normal"
"20","RL",7920,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,2002,"Gable","CompShg","HdBoard","HdBoard","BrkFace",32,"TA","TA","CBlock","TA","TA","No","ALQ","GLQ",619,214,914,"GasA","Ex","Y","SBrkr",0,0,0,1,0,3,1,"Ex","Typ",0,"Attchd","RFn",368,"TA","Y",120,0,0,0,0,0,0,10,2007,"WD","Normal"
"20","RL",17199,"Pave","Reg","Lvl","AllPub","FR2","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,7,1961,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","BrkTil","TA","TA","No","ALQ","Unf",0,600,914,"GasA","Ex","Y","SBrkr",0,0,0,1,0,2,1,"TA","Typ",0,"Basment","Unf",270,"Fa","Y",140,0,0,0,0,0,0,7,2007,"WD","Normal"
